,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1422,Chevrolet,Mumbai,2014,54890.0,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,2.45
1423,Honda,Pune,2016,21000.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.35
1424,BMW,Mumbai,2009,58557.0,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,8.0
1425,Renault,Bangalore,2014,70000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.25
1426,Ford,Mumbai,2017,16000.0,Petrol,Automatic,First,17.01,1499.0,110.4,5.0,5.95
1427,Toyota,Kochi,2018,8899.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19.92
1428,Chevrolet,Kochi,2016,83629.0,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.15
1429,Volkswagen,Chennai,2014,35059.0,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,5.75
1430,Ford,Kochi,2018,30552.0,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,32.44
1431,Hyundai,Kochi,2016,44875.0,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,8.01
1432,Ford,Coimbatore,2017,25095.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.48
1433,Maruti,Jaipur,2007,59000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.75
1434,Honda,Kolkata,2014,36000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.0
1435,Mahindra,Mumbai,2012,37000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.75
1436,Ford,Chennai,2010,90000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.6
1437,Ford,Pune,2018,17000.0,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.2
1438,Hyundai,Mumbai,2015,42575.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.05
1439,Toyota,Hyderabad,2012,131000.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.6
1440,Renault,Mumbai,2013,74000.0,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.5
1441,Toyota,Mumbai,2013,47234.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.35
1442,Honda,Delhi,2009,231673.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.6
1443,Maruti,Hyderabad,2016,10000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.5
1444,Nissan,Kochi,2016,49389.0,Petrol,Manual,First,19.49,1198.0,67.04,5.0,4.26
1445,Maruti,Chennai,2016,12000.0,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25
1446,Mercedes-Benz,Hyderabad,2010,65000.0,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,11.75
1447,Ford,Chennai,2013,177000.0,Diesel,Manual,First,23.5,1498.0,88.7,5.0,3.5
1448,Hyundai,Jaipur,2015,89000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.5
1449,Hyundai,Chennai,2009,72000.0,Petrol,Automatic,Third,15.0,1396.0,100.0,5.0,3.25
1450,Maruti,Chennai,2012,49000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.9
1451,Mercedes-Benz,Hyderabad,2014,51355.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,27.0
1452,Hyundai,Kochi,2017,13460.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.91
1453,Hyundai,Kochi,2014,35642.0,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,6.69
1454,Chevrolet,Kochi,2014,52895.0,Diesel,Manual,First,17.3,1998.0,163.7,5.0,6.02
1455,Toyota,Mumbai,2010,93000.0,Petrol,Manual,First,14.28,1798.0,138.03,5.0,4.5
1456,Maruti,Pune,2011,70000.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
1457,Nissan,Kolkata,2012,32048.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.4
1458,Tata,Pune,2013,4700.0,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.2
1459,Maruti,Delhi,2014,71800.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.9
1460,Land,Coimbatore,2008,69078.0,Petrol,Manual,First,0.0,1493.0,97.7,5.0,40.88
1461,Audi,Ahmedabad,2016,45000.0,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,27.0
1462,Honda,Chennai,2016,15388.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,7.5
1463,Chevrolet,Mumbai,2004,98798.0,Petrol,Manual,First,14.7,1599.0,104.0,5.0,1.5
1464,Audi,Hyderabad,2016,43000.0,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,39.5
1465,Maruti,Hyderabad,2012,85112.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.39
1466,Mahindra,Kochi,2018,37804.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,12.4
1467,Maruti,Chennai,2014,45000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.85
1468,Toyota,Pune,2011,116000.0,Diesel,Manual,Second,21.43,1364.0,138.0,5.0,5.75
1469,Tata,Chennai,2015,100073.0,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,2.0
1470,Maruti,Jaipur,2006,165000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.9
1471,Volkswagen,Kolkata,2015,22000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.8
1472,Hyundai,Delhi,2017,9500.0,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,16.35
1473,Toyota,Hyderabad,2012,152000.0,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.5
1474,Maruti,Coimbatore,2019,17705.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.7
1475,Maruti,Mumbai,2016,12000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.1
1476,Mini,Hyderabad,2013,51000.0,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,21.94
1477,Mercedes-Benz,Chennai,2009,42000.0,Diesel,Automatic,Second,13.0,2987.0,210.0,5.0,22.0
1478,Maruti,Delhi,2015,51000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
1479,Maruti,Kochi,2017,42527.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.27
1480,Chevrolet,Kolkata,2014,45000.0,Diesel,Manual,First,22.1,1248.0,74.0,5.0,2.48
1481,Toyota,Kolkata,2011,70000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.0
1482,Toyota,Mumbai,2009,92000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.9
1483,BMW,Hyderabad,2012,57156.0,Diesel,Automatic,Second,18.88,1995.0,184.0,5.0,18.0
1484,Skoda,Coimbatore,2016,53211.0,Petrol,Manual,First,16.8,1395.0,138.02,5.0,11.64
1485,Toyota,Kolkata,2019,80000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.99
1486,Volkswagen,Bangalore,2009,74000.0,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,5.25
1487,Hyundai,Kolkata,2011,37000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.95
1488,Tata,Mumbai,2013,64000.0,Diesel,Manual,Second,21.02,1248.0,88.76,5.0,2.65
1489,Volkswagen,Pune,2013,57197.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.0
1490,Hyundai,Chennai,2016,55000.0,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,12.5
1491,Maruti,Mumbai,2014,33000.0,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.25
1492,Honda,Delhi,2008,70000.0,Petrol,Manual,First,13.1,1997.0,141.1,5.0,4.0
1493,Mahindra,Delhi,2012,75000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,6.25
1494,Volkswagen,Jaipur,2016,58095.0,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5.8
1495,Tata,Kolkata,2015,7445.0,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.0
1496,Jaguar,Kochi,2016,17652.0,Diesel,Automatic,First,12.9,2993.0,270.88,5.0,5.5
1497,Toyota,Kochi,2018,28321.0,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,17.49
1498,Maruti,Pune,2011,69000.0,Petrol,Manual,Second,19.0,998.0,66.1,5.0,1.95
1499,Honda,Mumbai,2007,80000.0,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,3.0
1500,Hyundai,Delhi,2014,42365.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.5
1501,Toyota,Delhi,2013,123000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5
1502,Mercedes-Benz,Mumbai,2011,40000.0,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,14.5
1503,Maruti,Hyderabad,2016,30112.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.79
1504,Maruti,Kochi,2017,43775.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8.27
1505,Land,Kochi,2019,26013.0,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,5.5
1506,Chevrolet,Mumbai,2012,56000.0,Petrol,Manual,First,12.9,1598.0,102.5,5.0,2.15
1507,Honda,Hyderabad,2008,95000.0,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3.0
1508,BMW,Coimbatore,2014,41089.0,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,28.79
1509,Skoda,Mumbai,2011,41988.0,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5.45
1510,Maruti,Delhi,2013,72486.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.95
1511,Volvo,Pune,2013,92000.0,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0
1512,Maruti,Delhi,2013,40000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
1513,Land,Bangalore,2014,56000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34.5
1514,Honda,Mumbai,2008,125000.0,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.6
1515,Toyota,Kochi,2017,29219.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48
1516,Toyota,Hyderabad,2018,39927.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32.1
1517,Honda,Kochi,2018,38593.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17
1518,Honda,Kolkata,2015,32000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
1519,Maruti,Hyderabad,2017,28226.0,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15
1520,Nissan,Pune,2014,95000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.5
1521,Toyota,Chennai,2014,194000.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.5
1522,Honda,Coimbatore,2016,14821.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37
1523,Volkswagen,Bangalore,2012,52000.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45
1524,Mahindra,Mumbai,2016,33000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.25
1525,Ford,Chennai,2016,29200.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7
1526,Skoda,Hyderabad,2012,99754.0,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99
1527,Hyundai,Chennai,2012,49000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
1528,Toyota,Hyderabad,2005,299322.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.0
1529,Tata,Coimbatore,2018,38310.0,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69
1530,Maruti,Delhi,2014,56000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25
1531,Skoda,Kolkata,2017,31300.0,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5
1532,Toyota,Coimbatore,2019,11241.0,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55
1533,Hyundai,Pune,2014,48000.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2
1534,Honda,Coimbatore,2019,23882.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87
1535,Honda,Hyderabad,2014,65000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99
1536,Volkswagen,Jaipur,2011,50000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
1537,Audi,Chennai,2014,25000.0,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,5.5
1538,Maruti,Chennai,2015,21000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79
1539,Tata,Pune,2012,148000.0,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9
1540,Hyundai,Delhi,2016,68000.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85
1541,Mercedes-Benz,Bangalore,2014,52000.0,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,5.5
1542,Mahindra,Jaipur,2016,19000.0,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25
1543,Hyundai,Mumbai,2011,74000.0,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75
1544,Ford,Coimbatore,2017,30279.0,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29
1545,Mini,Mumbai,2016,20000.0,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5
1546,Maruti,Hyderabad,2013,34834.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6
1547,Mahindra,Pune,2015,90000.0,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1
1548,Mercedes-Benz,Coimbatore,2016,38730.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98
1549,Renault,Kochi,2016,57390.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73
1550,Maruti,Kolkata,2016,100000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5
1551,Volkswagen,Kolkata,2011,50000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35
1552,Mahindra,Coimbatore,2017,64961.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13
1553,Volkswagen,Coimbatore,2014,72465.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9
1554,Maruti,Hyderabad,2012,68776.0,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9
1555,Chevrolet,Pune,2005,150000.0,Petrol,Manual,First,14.7,1598.0,97.7,5.0,1.5
1556,Toyota,Delhi,2012,68000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95
1557,Honda,Delhi,2015,33000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0
1558,Volkswagen,Coimbatore,2017,22389.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23
1559,Maruti,Mumbai,2012,90000.0,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81
1560,Maruti,Chennai,2012,42000.0,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4.5
1561,Hyundai,Pune,2017,38767.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6
1562,Audi,Bangalore,2015,21000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,5.5
1563,Maruti,Coimbatore,2010,59136.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96
1564,Honda,Kolkata,2014,36000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25
1565,Volkswagen,Chennai,2011,95000.0,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5
1566,Hyundai,Mumbai,2013,51000.0,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75
1567,Maruti,Kochi,2011,36411.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08
1568,Land,Mumbai,2017,40000.0,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5
1569,Honda,Pune,2016,27300.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0
1570,Mercedes-Benz,Kochi,2011,29813.0,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5
1571,Maruti,Pune,2011,71000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6
1572,Hyundai,Kolkata,2014,32000.0,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3
1573,Maruti,Mumbai,2017,19234.0,CNG,Manual,First,24.5,1373.0,80.46,7.0,8.35
1574,Volkswagen,Jaipur,2017,50510.0,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9
1575,BMW,Pune,2011,102000.0,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75
1576,Hyundai,Kolkata,2014,42277.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3.85
1577,Mercedes-Benz,Mumbai,2014,46000.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.25
1578,Mahindra,Chennai,2012,35000.0,Diesel,Manual,First,13.6,2523.0,97.7,7.0,7.0
1579,Hyundai,Bangalore,2015,50000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75
1580,Hyundai,Mumbai,2008,62000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.65
1581,Volkswagen,Mumbai,2012,78000.0,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5
1582,Skoda,Chennai,2011,79000.0,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5
1583,Audi,Kochi,2019,6773.0,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,5.5
1584,Toyota,Chennai,2010,135000.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
1585,Maruti,Kochi,2013,36716.0,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02
1586,Hyundai,Coimbatore,2013,65060.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32
1587,Honda,Delhi,2013,33000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24
1588,Maruti,Kolkata,2015,11110.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35
1589,Mahindra,Jaipur,2013,63000.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5.5
1590,Honda,Mumbai,2015,27030.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75
1591,Skoda,Mumbai,2015,19600.0,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15
1592,Maruti,Pune,2016,27755.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45
1593,Hyundai,Hyderabad,2013,20000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.3
1594,Maruti,Kochi,2015,24782.0,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21
1595,Nissan,Coimbatore,2014,47303.0,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21
1596,Audi,Delhi,2008,71000.0,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11.99
1597,Maruti,Pune,2010,135000.0,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.1
1598,Tata,Jaipur,2017,1000.0,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.5
1599,Volkswagen,Kolkata,2016,29000.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.0
1600,Honda,Kochi,2016,36367.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73
1601,Honda,Bangalore,2015,38000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8
1602,Maruti,Hyderabad,2011,83969.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,1.3
1603,Volkswagen,Jaipur,2014,82621.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.42
1604,Chevrolet,Pune,2009,89000.0,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4.0
1605,Mahindra,Kolkata,2016,54000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0
1606,Honda,Kochi,2015,61691.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.38
1607,Hyundai,Chennai,2011,32200.0,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25
1608,Maruti,Jaipur,2016,68630.0,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87
1609,Volkswagen,Mumbai,2014,61000.0,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8.25
1610,Maruti,Mumbai,2018,32644.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28
1611,Mahindra,Delhi,2012,85000.0,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25
1612,Chevrolet,Mumbai,2008,75000.0,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15
1613,Maruti,Kochi,2016,40347.0,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8
1614,Hyundai,Hyderabad,2012,60788.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5
1615,Honda,Kochi,2018,18664.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56
1616,Mahindra,Coimbatore,2017,57847.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08
1617,Hyundai,Bangalore,2012,52237.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5
1618,Hyundai,Chennai,2012,128000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0
1619,Hyundai,Delhi,2011,54000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2
1620,Maruti,Bangalore,2014,49800.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0
1621,Skoda,Kolkata,2012,98000.0,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51
1622,Maruti,Delhi,2015,60095.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75
1623,Hyundai,Pune,2008,68000.0,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0
1624,Hyundai,Jaipur,2010,81402.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1
1625,Ford,Mumbai,2013,38000.0,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25
1626,Mercedes-Benz,Kochi,2011,92239.0,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6
1627,Maruti,Ahmedabad,2017,49224.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0
1628,Maruti,Jaipur,2004,12000.0,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45
1629,Maruti,Pune,2010,54898.0,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2.5
1630,Hyundai,Mumbai,2018,2500.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75
1631,BMW,Kochi,2017,32838.0,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29
1632,Ford,Hyderabad,2006,27076.0,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6
1633,Ford,Kochi,2017,75445.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54
1634,Maruti,Kochi,2015,46601.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84
1635,Volkswagen,Kolkata,2012,72000.0,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0
1636,Honda,Pune,2017,27000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0
1637,Audi,Coimbatore,2016,68193.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.74
1638,Hyundai,Kochi,2017,34429.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
1639,Mercedes-Benz,Delhi,2013,46000.0,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36.0
1640,Toyota,Coimbatore,2013,80544.0,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.79
1641,Nissan,Jaipur,2011,42000.0,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0
1642,Skoda,Bangalore,2011,94821.0,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6.75
1643,Chevrolet,Jaipur,2006,100000.0,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.4
1644,Honda,Mumbai,2014,57000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.75
1645,Maruti,Hyderabad,2010,79894.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4
1646,Volkswagen,Coimbatore,2011,44748.0,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.89
1647,Nissan,Mumbai,2013,31000.0,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4.95
1648,Maruti,Coimbatore,2013,60587.0,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3.49
1649,Toyota,Pune,2011,32000.0,Diesel,Manual,First,23.59,1364.0,97.7,5.0,3.85
1650,Honda,Pune,2014,43772.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35
1651,Hyundai,Coimbatore,2017,23576.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08
1652,Jaguar,Hyderabad,2017,4000.0,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38.0
1653,Mahindra,Kolkata,2012,62000.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.25
1654,Mercedes-Benz,Mumbai,2011,36000.0,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15
1655,Skoda,Delhi,2014,80000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75
1656,Chevrolet,Pune,2012,137008.0,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4.65
1657,Mahindra,Delhi,2010,61001.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.75
1658,Hyundai,Coimbatore,2015,52191.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78
1659,Hyundai,Hyderabad,2016,77076.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75
1660,Honda,Hyderabad,2008,56000.0,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99
1661,Hyundai,Kolkata,2013,21000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35
1662,Honda,Delhi,2013,89429.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65
1663,Maruti,Delhi,2012,45631.0,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2.74
1664,Honda,Jaipur,2013,53959.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.5
1665,Hyundai,Kochi,2014,55804.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.76
1666,Volkswagen,Kochi,2016,25899.0,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6.2
1667,Skoda,Pune,2008,82000.0,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,2.35
1668,Mercedes-Benz,Mumbai,2014,52000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,24.5
1669,Renault,Pune,2013,20000.0,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6.0
1670,Hyundai,Hyderabad,2017,31829.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65
1671,Maruti,Coimbatore,2016,18094.0,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.26
1672,Nissan,Jaipur,2011,80000.0,Diesel,Manual,Second,19.5,1461.0,97.7,5.0,2.1
1673,Audi,Mumbai,2015,11964.0,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,32.95
1674,Hyundai,Coimbatore,2018,22684.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.8
1675,Honda,Bangalore,2014,43521.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
1676,Maruti,Kochi,2014,49386.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.86
1677,Hyundai,Delhi,2017,12248.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.9
